年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/07/20,4,44.75,0.5618,2.6376,2.9821,6.3391,3.3158,1.4739,3.7077,3.7077,14.1818,0.2787,2.031,3.0985,-2.939,-13.1885,0.5557,2.2861,3.2555,-3.5496
2023/07/19,3,44.5,-1.2209,1.1363,3.4566,6.2397,2.6244,0.907,3.1284,3.1284,13.5439,-0.5739,0.226,4.3719,-2.2949,-13.8605,-0.5883,-0.0384,4.4009,-3.5125
2023/07/18,2,45.05,0.1111,3.3256,4.7353,6.6794,3.3182,2.1542,4.403,4.403,14.9473,0.7248,1.3789,5.0881,-1.8806,-13.7218,0.6951,0.973,5.1984,-2.9056
2023/07/17,1,45,2.0408,5.5099,4.6191,6.3143,5.658,2.0408,4.2872,4.2872,14.8197,1.7482,1.4176,4.3566,-2.2722,-13.4726,1.8247,0.6797,4.4975,-3.134
2023/07/14,5,44.1,1.1468,4.3786,0.9175,4.3088,1.589,4.3786,2.2014,2.2014,12.5233,-0.1562,0.6611,0.6532,-4.1928,-18.1162,-0.2115,-0.1337,0.9893,-5.038
2023/07/13,4,43.6,-0.9091,2.5882,0.9045,4.4576,-0.6665,3.1951,1.0427,1.0427,11.2475,-1.4949,0.8031,1.806,-3.4932,-19.7711,-1.7357,-0.0263,2.3377,-4.327
2023/07/12,3,44,0.9174,1.8517,1.9459,4.5569,4.1356,4.1419,1.9697,1.9697,12.2682,0.5439,2.4052,1.9065,-1.9016,-17.4503,0.3932,2.226,2.189,-2.2489
2023/07/11,2,43.6,2.2274,1.2775,-0.2267,4.3352,0.3258,3.1952,1.0427,1.0427,11.2476,0.7495,2.6885,-0.3008,-1.8545,-17.5142,0.4049,2.7134,-0.2252,-1.6983
2023/07/10,1,42.65,0.9467,-1.5013,-2.4006,2.3017,-1.3126,0.9467,-1.1589,-1.1589,8.8237,1.0152,1.0239,-1.0172,-2.59,-16.4408,1.0345,1.2674,-0.6093,-1.8918
2023/07/07,5,42.25,-0.5882,-2.0858,-5.0196,2.0619,-2.7806,-2.0858,-2.0858,-2.0858,7.8031,-0.0038,-0.6001,-3.4934,-3.1646,-19.0185,-0.1059,-0.2839,-3.0863,-2.2948
2023/07/06,4,42.5,-1.6204,-2.0738,-4.1409,3.2769,-1.9877,-1.5065,-1.5065,-1.5065,8.4409,0.1048,-1.0107,-4.144,-2.7404,-21.8413,0.4896,-0.581,-3.7507,-1.6234
2023/07/05,3,43.2,0.3484,-1.0309,-2.562,5.4803,-4.2093,0.1158,0.1158,0.1158,10.227,0.8404,-1.7443,-4.6082,-2.0087,-23.0758,0.8954,-1.5362,-4.7893,-1.0168
2023/07/04,2,43.05,-0.5774,-0.481,-1.1527,5.114,-1.9194,-0.2318,-0.2318,-0.2318,9.8444,-0.9085,-1.9784,-3.7496,-2.9064,-22.4838,-1.0231,-1.8488,-3.7228,-1.9688
2023/07/03,1,43.3,0.3476,0.3242,-0.5786,5.7245,-2.7392,0.3476,0.3476,0.3476,10.4823,-0.6495,0.1778,-2.837,-1.9394,-21.85,-0.558,0.2799,-2.6936,-0.8832
2023/06/30,5,43.15,-0.576,-0.8115,-1.0343,5.8648,-5.3612,-0.8115,-0.5876,5.3583,10.0996,-0.4181,0.8561,-2.7957,-0.8614,-19.4567,-0.4069,1.0002,-2.285,0.1813
2023/06/29,4,43.4,-0.5727,-0.2368,-1.0171,5.842,-8.2383,-0.2368,-0.0116,5.9687,10.7374,-0.6121,1.2752,-2.8564,-1.593,-19.4069,-0.4483,1.4085,-2.4013,-0.6706
2023/06/28,3,43.65,0.906,0.3378,1.4806,7.2203,-9.4251,0.3378,0.5643,6.579,11.3753,0.6234,1.8886,-1.1281,-0.6396,-19.112,0.5995,1.8606,-0.7229,0.0167
2023/06/27,2,44.15,0.227,-0.451,0.5694,6.7716,-9.7351,-0.5631,-0.3386,5.6221,10.3753,1.2314,1.2773,-1.7501,0.091,-18.3524,1.0928,1.4142,-1.3218,0.7888
2023/06/26,1,44.05,-0.7883,0.3417,0.3417,6.6587,-9.7708,-0.7883,-0.5643,5.3829,10.1253,0.0439,1.5881,-3.016,-0.5328,-21.2445,0.178,2.0098,-2.4394,0.6571
2023/06/21,3,44.4,0.1127,-0.4484,-1.6611,8.9572,-10.3963,1.139,0.2257,6.2202,11.0003,0.0109,-0.2411,-8.0133,-1.9294,-19.7658,0.155,0.3868,-8.4604,-1.3477
2023/06/20,2,44.35,1.0251,0.5669,-1.7718,10.3236,-6.3503,1.0251,0.1129,6.1006,10.8753,1.5441,0.7511,-8.0159,-1.1218,-18.1756,1.6918,1.3825,-8.6163,-0.7151
2023/06/19,1,43.9,0,-0.3405,-2.7685,7.0734,-9.3994,0,-0.9029,5.024,9.7503,0.083,-2.223,-9.5669,-4.7143,-19.8413,0.1499,-2.2315,-10.3301,-4.0336
2023/06/16,5,43.9,-1.0147,-1.5695,0.6881,8.3953,-10.5804,-1.5695,-0.9029,5.024,9.7503,-0.7489,-3.9531,-9.6156,-5.1892,-19.7368,-0.5967,-4.3969,-10.8109,-4.8201
