年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/7/20,4,37.9,0,0.2645,-0.0002,-0.7801,17.8872,0.5305,-0.7855,-0.7855,-1.0258,-0.7269,-1.4437,-0.4431,-6.1847,-6.6719,-0.0061,-0.0869,0.2732,-10.6688
2023/7/19,3,37.9,0.7979,-0.0001,-0.3944,-0.9081,18.2361,0.5305,-0.7855,-0.7855,-1.0258,0.9368,-0.778,0.1101,-3.5378,-6.7068,1.4305,-1.1749,0.5499,-10.6604
2023/7/18,2,37.6,-0.7916,-0.7917,-1.0528,-2.0716,17.9983,-0.2653,-1.5709,-1.5709,-1.8093,0.0878,-1.3596,-0.7668,-4.934,-6.8523,-0.2076,-3.1443,-0.5897,-11.6566
2023/7/17,1,37.9,0.5305,-0.2633,-0.2633,-1.5433,19.2948,0.5305,-0.7855,-0.7855,-1.0258,0.1873,-2.2104,-0.8619,-4.8043,-8.828,0.3144,-5.0935,-0.3849,-10.9916
2023/7/14,5,37.7,-0.2646,-1.1797,-0.3964,-2.438,20.8294,-1.1797,-1.3091,-1.3091,-1.5481,-1.9274,-2.3338,-0.8395,-6.1594,-8.1025,-1.6229,-5.692,-0.3246,-11.7848
2023/7/13,4,37.8,-0.2639,-0.264,-0.5263,-1.803,22.6411,-0.9175,-1.0473,-1.0473,-1.2869,-0.0695,1.4985,0.9733,-4.1638,-6.4066,-1.0905,-2.8784,0.9068,-10.5876
2023/7/12,3,37.9,0,-0.3943,0.1321,-0.9079,24.6922,-0.6554,-0.7854,-0.7854,-1.0257,0.347,1.8945,0.1278,-2.9994,-6.0903,-0.5242,-0.02,0.3752,-7.7138
2023/7/11,2,37.9,-0.2632,-0.9151,-0.1317,-0.3938,22.4007,-0.6554,-0.7854,-0.7854,-1.0257,-0.7432,0.9597,0.0529,-3.2682,-5.09,-2.0857,0.5208,-0.1303,-6.4273
2023/7/10,1,38,-0.3932,-0.6536,0.1318,-0.131,23.1007,-0.3932,-0.5236,-0.5236,-0.7645,0.0441,1.4822,0.7933,-3.1924,-3.3378,-0.3054,2.115,1.9231,-4.3245
2023/7/7,5,38.15,0.6596,-0.1309,0.1331,0.3935,24.93,-0.1309,-0.1309,-0.1309,-0.3728,1.9281,0.8158,0.2774,-3.7378,-4.1703,1.1419,1.671,2.0663,-3.9632
2023/7/6,4,37.9,-0.3942,-0.5249,-0.135,-0.2643,24.498,-0.7853,-0.7853,-0.7853,-1.0256,0.3349,-1.4683,-2.5881,-6.1461,-9.4096,1.7158,0.9679,0.2551,-5.1646
2023/7/5,3,38.05,-0.5229,-0.2621,0.9164,1.2992,24.6025,-0.3927,-0.3927,-0.3927,-0.6339,-0.5981,-2.8364,-1.9139,-5.1295,-6.0825,0.0241,-0.7674,-1.3109,-5.1979
2023/7/4,2,38.25,0,0.7905,2.1152,1.8317,26.0403,0.1309,0.1309,0.1309,-0.1116,-0.2127,-2.1311,-1.5469,-4.5171,-6.3042,-0.4457,-0.5773,-0.4549,-5.2511
2023/7/3,1,38.25,0.1309,0.9235,2.1152,1.8317,28.6537,0.1309,0.1309,0.1309,-0.1116,-0.6416,-1.2959,-1.3269,-4.2913,-1.7689,-0.7747,0.8792,0.0002,-4.776
2023/6/30,5,38.2,0.2625,0.9247,1.7137,1.0433,21.1434,0.9247,2.522,1.6985,-0.2422,-0.353,0.3815,-2.391,-4.5144,-2.519,0.4316,2.7363,0.4631,-4.6402
2023/6/29,4,38.1,-0.1311,0.6604,1.5809,0.262,16.787,0.6604,2.2536,1.4323,-0.5033,-1.0058,0.7324,-1.4701,-5.5729,-1.8096,-0.0067,2.3058,0.1967,-6.2507
