年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/07/20,4,21.5,5.9113,-2.4944,-17.782,20.112,28.7431,-1.3762,-12.2449,-12.2449,28.743,5.6282,-3.101,-17.6656,10.8339,12.2388,5.9052,-2.8458,-17.5086,10.2233
2023/07/19,3,20.3,-1.9324,-9.5768,-14.7059,12.155,19.7646,-6.8807,-17.1428,-17.1428,21.5573,-1.2854,-10.4871,-13.7905,3.6204,3.2797,-1.2998,-10.7516,-13.7615,2.4027
2023/07/18,2,20.7,-3.0445,-10.9677,-10.1952,15.9667,17.9493,-5.0459,-15.5101,-15.5101,23.9526,-2.4308,-12.9145,-9.8423,7.4067,0.9094,-2.4605,-13.3203,-9.732,6.3817
2023/07/17,1,21.35,-2.0642,-6.3596,-7.3752,19.6082,33.0225,-2.0642,-12.8571,-12.8571,27.8448,-2.3568,-10.4519,-7.6377,11.0217,13.8919,-2.2803,-11.1898,-7.4968,10.1599
2023/07/14,5,21.8,-1.1338,-6.6382,-7.6271,22.4723,34.5686,-6.6382,-11.0203,-11.0203,30.5394,-2.4368,-10.3556,-7.8915,13.9707,14.8634,-2.4921,-11.1504,-7.5553,13.1255
2023/07/13,4,22.05,-1.7817,-5.9701,-5.3647,29.3259,36.9573,-5.5675,-9.9999,-9.9999,32.0365,-2.3675,-7.7552,-4.4633,21.375,17.8526,-2.6083,-8.5845,-3.9316,20.5413
2023/07/12,3,22.45,-3.4409,-7.6132,-1.535,32.0591,42.0893,-3.8545,-8.3673,-8.3673,34.4316,-3.8144,-7.0597,-1.5743,25.6006,20.5033,-3.9651,-7.2389,-1.2919,25.2533
2023/07/11,2,23.25,1.9737,-2.5157,-6.9999,36.3639,43.5193,-0.4283,-5.1019,-5.1019,39.2221,0.4958,-1.1047,-7.074,30.1743,25.6793,0.1512,-1.0798,-6.9984,30.3304
2023/07/10,1,22.8,-2.3555,-6.3655,-8.7999,34.1179,41.1772,-2.3555,-6.9387,-6.9387,36.5275,-2.287,-3.8403,-7.4166,29.2262,26.049,-2.2677,-3.5968,-7.0086,29.9243
2023/07/07,5,23.35,-0.4264,-4.6938,12.8021,36.55,45.0319,-4.6938,-4.6938,-4.6938,39.821,0.158,-3.208,14.3282,31.3235,28.794,0.0559,-2.8919,14.7353,32.1932
