年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/07/20,4,17.5,3.2448,0.8644,-10.7144,11.8208,42.276,1.7441,-6.4173,-6.4173,45.8325,2.9617,0.2578,-10.5979,2.5427,25.7716,3.2387,0.513,-10.441,1.9321
2023/07/19,3,16.95,1.194,-3.6933,-9.3584,5.9373,37.2465,-1.4535,-9.3584,-9.3584,41.2493,1.841,-4.6036,-8.443,-2.5973,20.7616,1.8266,-4.8681,-8.414,-3.815
2023/07/18,2,16.75,0.6006,-5.3674,-10.4279,3.715,35.6271,-2.6163,-10.4279,-10.4279,39.5827,1.2143,-7.3141,-10.075,-4.8451,18.5872,1.1846,-7.72,-9.9647,-5.87
2023/07/17,1,16.65,-3.1977,-4.8572,-10.9626,0.9089,38.7496,-3.1977,-10.9627,-10.9627,38.7493,-3.4903,-8.9495,-11.2251,-7.6776,19.619,-3.4138,-9.6874,-11.0842,-8.5394
2023/07/14,5,17.2,-0.8646,-3.9107,-8.9948,5.5213,43.333,-3.9107,-8.0215,-8.0215,43.3327,-2.1676,-7.6281,-9.2591,-2.9803,23.6277,-2.2229,-8.4229,-8.923,-3.8254
2023/07/13,4,17.35,-1.4205,-0.5731,-10.567,7.4302,43.9832,-3.0726,-7.2193,-7.2193,44.5827,-2.0063,-2.3581,-9.6656,-0.5206,24.8786,-2.2471,-3.1875,-9.1339,-1.3544
2023/07/12,3,17.6,-0.565,-2.7624,-7.3683,8.9783,50.4272,-1.6759,-5.8823,-5.8823,46.6661,-0.9385,-2.209,-7.4077,2.5198,28.8413,-1.0892,-2.3882,-7.1252,2.1724
2023/07/11,2,17.7,1.1429,-4.8387,-7.8124,8.923,48.117,-1.1172,-5.3476,-5.3476,47.4995,-0.335,-3.4277,-7.8865,2.7334,30.277,-0.6796,-3.4028,-7.811,2.8895
2023/07/10,1,17.5,-2.2346,-6.6667,-8.8541,6.0605,44.6279,-2.2346,-6.4171,-6.4171,45.8328,-2.1661,-4.1416,-7.4708,1.1688,29.4996,-2.1468,-3.8981,-7.0628,1.8669
2023/07/07,5,17.9,2.5788,-4.2781,4.0697,8.1569,48.5474,-4.2781,-4.2781,-4.2781,49.166,3.1632,-2.7924,5.5959,2.9304,32.3094,3.0611,-2.4762,6.003,3.8002
2023/07/06,4,17.45,-3.5912,-6.4344,4.8048,6.4022,49.7851,-6.6845,-6.6845,-6.6845,45.4161,-1.866,-5.3713,4.8016,0.385,29.9315,-1.4812,-4.9415,5.1949,1.502
2023/07/05,3,18.1,-2.6882,-3.4666,7.7381,9.6968,50.2072,-3.2086,-3.2086,-3.2086,50.8328,-2.1962,-4.18,5.6918,2.2078,31.3407,-2.1412,-3.9719,5.5107,3.1997
2023/07/04,2,18.6,-0.8,0.0001,11.7117,12.7271,58.2976,-0.5347,-0.5347,-0.5347,54.9995,-1.1311,-1.4973,9.1148,4.7067,37.7332,-1.2457,-1.3677,9.1416,5.6443
2023/07/03,1,18.75,0.2674,-0.7935,12.6126,13.6362,61.6377,0.2674,0.2674,0.2674,56.2495,-0.7297,-0.9399,10.3542,5.9723,42.5269,-0.6382,-0.8378,10.4976,7.0285
2023/06/30,5,18.7,0.2681,-2.3498,13.3333,14.7237,60.5147,-2.3498,11.9761,13.3331,55.8328,0.426,-0.6823,11.5719,7.9975,46.4193,0.4372,-0.5382,12.0827,9.0402
2023/06/29,4,18.65,-0.5333,-2.6109,12.012,11.3431,56.0666,-2.6109,11.6767,13.0301,55.4161,-0.5727,-1.0989,10.1727,3.908,44.898,-0.4089,-0.9656,10.6278,4.8304
2023/06/28,3,18.75,0.8065,-2.0887,11.276,9.0113,53.6881,-2.0887,12.2754,13.6361,56.2494,0.5239,-0.5379,8.6673,1.1515,44.0012,0.5,-0.5659,9.0725,1.8077
2023/06/27,2,18.6,-1.5873,-5.102,10.3857,8.4544,49.9995,-2.8721,11.3772,12.727,54.9993,-0.5829,-3.3737,8.0662,1.7738,41.3821,-0.7215,-3.2368,8.4945,2.4717
2023/06/26,1,18.9,-1.3055,1.0695,12.1661,10.5259,67.2561,-1.3055,13.1736,14.5452,57.4993,-0.4733,2.3159,8.8085,3.3344,55.7824,-0.3392,2.7377,9.385,4.5242
2023/06/21,3,19.15,-2.2959,1.3227,22.3641,11.6613,62.2876,2.4064,14.6706,16.0603,59.5826,-2.3977,1.5301,16.0119,0.7747,52.9181,-2.2536,2.1579,15.5649,1.3564
2023/06/20,2,19.6,4.8128,1.0309,25.2395,15.6337,72.6867,4.8128,17.3652,18.7876,63.3326,5.3318,1.215,18.9955,4.1883,60.8614,5.4795,1.8464,18.395,4.5949
2023/06/19,1,18.7,0,-1.5789,19.4887,8.4054,53.909,0,11.976,13.3331,55.8327,0.083,-3.4614,12.6904,-3.3823,43.4671,0.1499,-3.4699,11.9272,-2.7017
2023/06/16,5,18.7,1.6304,-2.6042,20.2572,19.1078,50.806,-2.6042,11.976,13.3331,55.8327,1.8962,-4.9878,9.9534,5.5232,41.6496,2.0484,-5.4315,8.7581,5.8923
2023/06/15,4,18.4,-2.6455,-2.6455,18.3279,10.5101,44.8815,-4.1666,10.1796,11.5149,53.3327,-3.2073,-6.2388,6.309,-2.1452,36.5331,-3.0879,-6.9399,4.824,-2.1348
2023/06/14,3,18.9,-2.5773,9.8837,18.4953,13.5131,43.1814,-1.5625,13.1736,14.5452,57.4994,-2.7024,8.0184,7.2985,1.289,35.7614,-2.5548,7.3182,5.5946,1.1395
2023/06/13,2,19.4,2.1053,16.5165,21.6301,11.1744,48.6585,1.0417,16.1676,17.5755,61.666,0.5646,13.8023,10.5722,0.5317,41.5303,0.0614,12.8163,8.7039,0.3535
2023/06/12,1,19,-1.0417,13.0951,19.1222,1.0634,39.7054,-1.0417,13.7724,15.1512,58.3326,-1.4501,11.6535,9.7494,-8.1412,36.6969,-1.8094,11.0022,8.4579,-7.9453
2023/06/09,5,19.2,1.5873,15.3152,27.1523,-5.1856,44.3604,15.3152,14.97,16.3634,59.9993,0.6747,14.2408,19.7851,-12.2601,42.766,0.5845,14.2164,19.3191,-11.6696
2023/06/08,4,18.9,9.8837,12.1661,24.3421,-15.0566,38.9701,13.5134,13.1736,14.5452,57.4994,10.9993,10.8275,17.7552,-20.8439,38.5914,11.1064,10.6663,16.9672,-20.2038
2023/06/07,3,17.2,3.3033,2.994,13.5313,-15.0621,22.8568,3.3033,2.994,4.2422,43.3328,2.3438,0.922,5.2348,-21.7752,20.3766,2.2197,0.9426,4.2463,-21.0233
2023/06/06,2,16.65,-0.8929,0.9091,9.9009,-9.7565,30.5878,0,-0.2994,0.9089,38.7495,-1.1755,0.0734,2.6337,-16.0882,29.6506,-1.3552,0.6097,1.7875,-15.216
2023/06/05,1,16.8,0.9009,0.9009,10.8911,-6.1457,30.2322,0.9009,0.5988,1.818,39.9995,0.8559,0.4314,3.9261,-13.2312,29.2548,1.1144,1.1004,3.2751,-12.2436
2023/06/02,5,16.65,-1.1869,-1.1869,8.4691,-8.517,29.0694,-1.1869,-0.2994,0.9089,38.7495,-2.3633,-2.4098,1.6235,-15.6209,28.1374,-2.5903,-1.8837,0.6773,-14.7293
