年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/07/20,4,126,-0.3953,-0.0001,12.2879,27.4036,11.814,-0.3953,7.7234,7.7234,38.4533,-0.6784,-0.6067,12.4043,18.1255,-4.6903,-0.4014,-0.3515,12.5613,17.5149
2023/07/19,3,126.5,-2.6923,0.7771,11.7862,24.9067,13.6971,0,8.1509,8.1509,39.0028,-2.0453,-0.1332,12.7016,16.3721,-2.7878,-2.0597,-0.3977,12.7306,15.1544
2023/07/18,2,130,-0.7634,1.2639,16.3457,28.9681,14.879,2.7667,11.1432,11.1432,42.8487,-0.1497,-0.6829,16.6985,20.408,-2.1609,-0.1794,-1.0887,16.8088,19.3831
2023/07/17,1,131,3.5573,4.362,17.2407,29.9602,16.7439,3.5573,11.9982,11.9982,43.9476,3.2647,0.2698,16.9782,21.3737,-2.3867,3.3412,-0.4681,17.1191,20.5119
2023/07/14,5,126.5,0.3968,4.3339,13.2133,26.6911,11.3186,4.3339,8.151,8.151,39.0028,-0.9062,0.6165,12.949,18.1896,-8.3867,-0.9615,-0.1784,13.2851,17.3444
2023/07/13,4,126,0.3788,1.923,12.2881,26.7942,14.7185,3.9216,7.7235,7.7235,38.4535,-0.207,0.138,13.1896,18.8434,-4.3861,-0.4478,-0.6914,13.7212,18.0096
2023/07/12,3,132,-2.2222,3.5294,11.8644,25.1184,14.7825,3.5294,7.317,7.317,37.931,-2.5957,4.0829,11.825,18.6599,-6.8034,-2.7464,3.9036,12.1075,18.3126
2023/07/11,2,135,2.2727,6.2992,14.8935,26.7604,16.3792,5.8823,9.756,9.756,41.0657,0.7948,7.7101,14.8194,20.5708,-1.4608,0.4502,7.735,14.895,20.7269
2023/07/10,1,132,3.5294,3.937,12.3403,25.1184,14.7826,3.5294,7.317,7.317,37.931,3.5979,6.4621,13.7237,20.2267,-0.3457,3.6172,6.7056,14.1317,20.9249
2023/07/07,5,127.5,-1.9231,3.6585,10.3896,20.283,18.6046,3.6585,3.6585,3.6585,33.2288,-1.3387,5.1442,11.9157,15.0565,2.3666,-1.4408,5.4604,12.3228,15.9262
2023/07/06,4,130,1.9608,6.5574,14.0351,22.0657,27.451,5.691,5.691,5.691,35.8412,3.686,7.6205,14.0319,16.0484,7.5973,4.0708,8.0502,14.4252,17.1654
2023/07/05,3,127.5,0.3937,4.0816,10.3896,19.7182,26.8656,3.6585,3.6585,3.6585,33.2288,0.8857,3.3682,8.3433,12.2293,7.9991,0.9407,3.5763,8.1622,13.2212
2023/07/04,2,127,0,5.8333,9.0128,19.2488,30.7929,3.252,3.252,3.252,32.7064,-0.3311,4.3359,6.4159,11.2284,10.2284,-0.4457,4.4654,6.4427,12.166
2023/07/03,1,127,3.252,7.627,9.0128,19.2488,25.7174,3.252,3.252,3.252,32.7064,2.2549,7.4807,6.7544,11.5848,6.6067,2.3464,7.5827,6.8978,12.6411
