年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/07/20,4,89.3,1.2472,1.358,-11.7703,38.4771,47.335,0.5876,-3.1962,-3.1962,48.9405,0.9641,0.7514,-11.6539,29.199,30.8307,1.2411,1.0066,-11.4969,28.5883
2023/07/19,3,88.2,1.3289,0.5495,-12.4402,36.3635,46.0512,-0.6515,-4.3887,-4.3887,47.1058,1.9759,-0.3607,-11.5248,27.829,29.5663,1.9615,-0.6252,-11.4958,26.6113
2023/07/18,2,90.3,-1.0953,-4.14,-13.173,35.1795,44.9293,-1.9544,-5.6426,-5.6426,45.1765,-0.4816,-6.0868,-12.8202,26.6195,27.8893,-0.5113,-6.4926,-12.7099,25.5945
2023/07/17,1,91.3,-0.8686,-0.6528,-12.2115,36.4722,50.115,-0.8686,-4.5977,-4.5977,46.7843,-1.1612,-4.745,-12.4739,27.8858,30.9844,-1.0847,-5.483,-12.333,27.0239
2023/07/14,5,92.1,0.7659,0.7659,-12.7014,37.2576,48.9111,0.7659,-3.7617,-3.7617,48.0704,-0.5371,-2.9516,-12.9658,28.756,29.2058,-0.5924,-3.7464,-12.6296,27.9109
2023/07/13,4,91.4,0.4396,0.3293,-12.1154,36.0117,46.4259,0,-4.4932,-4.4932,46.945,-0.1462,-1.4558,-11.214,28.0608,27.3213,-0.387,-2.2851,-10.6823,27.2271
2023/07/12,3,91,-3.397,-2.8816,-5.8946,34.2179,44.9884,-0.4377,-4.9112,-4.9112,46.3018,-3.7705,-2.3281,-5.934,27.7594,23.4025,-3.9212,-2.5073,-5.6515,27.4121
2023/07/11,2,94.2,2.5027,1.618,-6.7328,38.3256,49.0013,3.0634,-1.5675,-1.5675,51.4465,1.0248,3.029,-6.8069,32.136,31.1613,0.6802,3.0539,-6.7313,32.2921
2023/07/10,1,91.9,0.547,-3.0592,-9.01,33.7697,47.4971,0.547,-3.9708,-3.9708,47.7487,0.6155,-0.534,-7.6266,28.878,32.3688,0.6348,-0.2905,-7.2187,29.5761
2023/07/07,5,91.4,0.3293,-4.4932,-12.1154,33.2359,48.0529,-4.4932,-4.4932,-4.4932,46.945,0.9137,-3.0075,-10.5893,28.0094,31.815,0.8116,-2.6913,-10.1822,28.8791
2023/07/06,4,91.1,-2.7748,-5.5958,-3.6998,32.6052,46.7517,-4.8067,-4.8067,-4.8067,46.4627,-1.0496,-4.5328,-3.7029,26.588,26.8981,-0.6648,-4.103,-3.3096,27.705
2023/07/05,3,93.7,1.0787,-3.6999,0.1068,36.988,49.5628,-2.0899,-2.0899,-2.0899,50.6427,1.5707,-4.4133,-1.9394,29.499,30.6963,1.6257,-4.2052,-2.1205,30.4909
2023/07/04,2,92.7,-2.2152,-4.2355,-0.5364,35.5261,50.9976,-3.1348,-3.1348,-3.1348,49.035,-2.5463,-5.7329,-3.1334,27.5057,30.4332,-2.6609,-5.6033,-3.1066,28.4432
2023/07/03,1,94.8,-0.9404,-5.1051,1.7168,38.5962,57.6172,-0.9404,-0.9404,-0.9404,52.4113,-1.9375,-5.2514,-0.5416,30.9323,38.5065,-1.846,-5.1494,-0.3982,31.9886
2023/06/30,5,95.7,-0.829,-7.0874,8.5035,39.912,55.8843,-7.0874,9.1221,39.912,53.8581,-0.6711,-5.4198,6.7421,33.1857,41.7888,-0.6599,-5.2757,7.2528,34.2284
2023/06/29,4,96.5,-0.8222,-6.3107,4.8914,41.9114,54.3398,-6.3107,10.0343,41.0815,55.1443,-0.8616,-4.7987,3.0521,34.4763,43.1712,-0.6978,-4.6654,3.5072,35.3987
2023/06/28,3,97.3,0.5165,-5.534,10.5683,43.2986,54.4998,-5.534,10.9465,42.2511,56.4305,0.2339,-3.9832,7.9596,35.4388,44.8129,0.21,-4.0112,8.3648,36.095
2023/06/27,2,96.8,-3.1031,-7.8095,10.0002,41.7273,53.9828,-6.0194,10.3764,41.5202,55.6266,-2.0987,-6.0812,7.6806,35.0467,45.3655,-2.2373,-5.9443,8.109,35.7445
