年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/07/20,4,14.12,0.1418,0.2537,-0.5812,7.1462,17.1067,-0.719,0.8182,0.8182,20.6226,-0.5851,-1.4545,-1.024,1.7416,-7.4525,0.1357,-0.0977,-0.3077,-2.7426
2023/07/19,3,14.1,-0.9831,0.7462,-1.1336,6.5238,17.858,-0.8595,0.6754,0.6754,20.4518,-0.8442,-0.0316,-0.6291,3.8941,-7.0848,-0.3505,-0.4285,-0.1893,-3.2285
2023/07/18,2,14.24,-0.152,1.6035,0.3333,6.4884,19.0282,0.1248,1.675,1.675,21.6477,0.7274,1.0356,0.6194,3.6259,-5.8225,0.432,-0.7491,0.7965,-3.0966
2023/07/17,1,14.47,0.2772,2.9161,0.4861,6.4959,20.3084,0.2772,1.8298,1.8298,21.8329,-0.066,0.969,-0.1125,3.2349,-7.8145,0.0611,-1.914,0.3645,-2.9524
2023/07/14,5,14.43,0.9797,2.6316,0.4874,6.2786,20.8253,2.6316,1.5483,1.5483,21.4961,-0.6831,1.4775,0.0443,2.5572,-8.1066,-0.3786,-1.8806,0.5592,-3.0682
2023/07/13,4,14.29,0.6338,1.1324,-0.5568,5.4003,20.0308,1.6359,0.5631,0.5631,20.3174,0.8282,2.8949,0.9428,3.0394,-9.0169,-0.1928,-1.482,0.8763,-3.3843
2023/07/12,3,14.2,-0.1406,-0.4905,0.2116,4.1315,22.6634,0.9958,-0.0703,-0.0703,19.5596,0.2064,1.7983,0.2073,2.04,-8.1191,-0.6648,-0.1162,0.4547,-2.6744
2023/07/11,2,14.22,1.138,-0.6984,0.7081,4.5801,19.6316,1.138,0.0704,0.0704,19.7279,0.658,1.1765,0.8927,1.7057,-7.859,-0.6845,0.7375,0.7095,-1.4534
2023/07/10,1,14.06,0,-1.4025,-0.4251,3.2538,16.9908,0,-1.0556,-1.0556,18.3808,0.4373,0.7333,0.2364,0.1924,-9.4478,0.0878,1.3661,1.3662,-0.9397
2023/07/07,5,14.06,-0.4954,-1.0556,-0.2131,2.9561,17.8199,-1.0556,-1.0556,-1.0556,18.3808,0.7731,-0.1089,-0.0688,-1.1752,-11.2804,-0.0131,0.7463,1.7201,-1.4007
