年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/07/20,4,76.5,0.1309,2.4096,-2.174,5.5173,17.5122,1.1905,0.2621,0.2621,14.8648,-0.1522,1.803,-2.0575,-3.7607,1.0079,0.1248,2.0582,-1.9006,-4.3714
2023/07/19,3,76.4,0.3942,2.139,-3.0457,3.8044,17.8801,1.0582,0.131,0.131,14.7146,1.0412,1.2287,-2.1304,-4.7302,1.3952,1.0268,0.9643,-2.1014,-5.9479
2023/07/18,2,76.1,0.5284,1.738,-1.4249,3.3968,16.7255,0.6614,-0.2621,-0.2621,14.2642,1.1421,-0.2088,-1.0721,-5.1632,-0.3144,1.1124,-0.6146,-0.9618,-6.1882
2023/07/17,1,75.7,0.1323,2.7137,-1.9431,3.2743,15.095,0.1323,-0.7864,-0.7864,13.6636,-0.1603,-1.3786,-2.2055,-5.3122,-4.0356,-0.0838,-2.1165,-2.0646,-6.174
2023/07/14,5,75.6,1.2048,3.2787,-1.0472,3.42,13.9449,3.2787,-0.9175,-0.9175,13.5134,-0.0982,-0.4388,-1.3115,-5.0815,-5.7604,-0.1535,-1.2336,-0.9754,-5.9267
2023/07/13,4,74.7,-0.1337,0.9459,-1.8397,1.2196,13.4091,2.0492,-2.097,-2.097,12.1621,-0.7195,-0.8392,-0.9383,-6.7312,-5.6956,-0.9603,-1.6685,-0.4066,-7.565
2023/07/12,3,74.8,0,-1.3193,-1.8373,2.3257,12.0903,2.1858,-1.9659,-1.9659,12.3122,-0.3735,-0.7658,-1.8766,-4.1328,-9.4957,-0.5242,-0.945,-1.5942,-4.4802
2023/07/11,2,74.8,1.4925,-2.7308,-1.5789,1.218,12.4138,2.1858,-1.9659,-1.9659,12.3122,0.0146,-1.3199,-1.653,-4.9716,-5.4262,-0.33,-1.295,-1.5775,-4.8155
2023/07/10,1,73.7,0.6831,-3.6601,-3.0262,1.6553,11.5656,0.6831,-3.4076,-3.4076,10.6606,0.7516,-1.135,-1.6429,-3.2363,-3.5627,0.7709,-0.8915,-1.2349,-2.5382
2023/07/07,5,73.2,-1.0811,-4.0629,-2.9177,1.8082,7.9834,-4.0629,-4.0629,-4.0629,9.9098,-0.4967,-2.5772,-1.3916,-3.4183,-8.2545,-0.5988,-2.261,-0.9845,-2.5486
