年月日,星期,未調整收盤價(元),日報酬率 %,近一週報酬率 %,近一月報酬率 %,近一季報酬率 %,近一年報酬率 %,本週以來報酬率 %,本月以來報酬率 %,本季以來報酬率 %,本年以來報酬率 %,超額報酬(日)-大盤,超額報酬(週)-大盤,超額報酬(月)-大盤,超額報酬(季)-大盤,超額報酬(年)-大盤,超額報酬(日)-MSCI,超額報酬(週)-MSCI,超額報酬(月)-MSCI,超額報酬(季)-MSCI
2023/7/20,4,18.1,0.5556,2.841,4.6246,8.7089,21.1843,1.9719,4.323,4.323,8.7965,0.2725,2.2344,4.741,-0.5691,4.6799,0.5495,2.4896,4.898,-1.1798
2023/7/19,3,18,-0.277,2.2728,4.3481,7.143,19.7615,1.4085,3.7466,3.7466,8.1954,0.37,1.3625,5.2634,-1.3916,3.2765,0.3556,1.098,5.2924,-2.6093
2023/7/18,2,18.05,0.5571,3.1429,4.6379,7.4406,21.6143,1.6902,4.0348,4.0348,8.4959,1.1708,1.1961,4.9908,-1.1194,4.5743,1.1411,0.7903,5.1011,-2.1444
2023/7/17,1,17.95,1.1268,3.4583,4.0582,6.8454,25.3024,1.1268,3.4584,3.4584,7.8948,0.8342,-0.634,3.7958,-1.7411,6.1718,0.9107,-1.3719,3.9367,-2.603
2023/7/14,5,17.75,0.8523,3.4986,1.7194,5.0297,20.7393,3.4986,2.3057,2.3057,6.6926,-0.4507,-0.2189,1.455,-3.4719,1.034,-0.506,-1.0137,1.7912,-4.3171
2023/7/13,4,17.6,0,1.441,1.1496,4.7619,18.2083,2.6239,1.4411,1.4411,5.7909,-0.5858,-0.3441,2.0511,-3.1889,-0.8963,-0.8266,-1.1734,2.5827,-4.0227
2023/7/12,3,17.6,0.5714,-0.2832,1.1496,6.0241,19.719,2.6239,1.4411,1.4411,5.7909,0.1979,0.2703,1.1103,-0.4344,-1.8669,0.0472,0.0911,1.3927,-0.7817
2023/7/11,2,17.5,0.8646,-1.1298,0.5749,5.4217,15.3534,2.0409,0.8647,0.8647,5.1899,-0.6133,0.2811,0.5008,-0.7679,-2.4866,-0.9579,0.306,0.5764,-0.6118
2023/7/10,1,17.35,1.1662,-0.573,-0.2872,4.2042,11.2644,1.1662,0.0001,0.0001,4.2882,1.2347,1.9522,1.0961,-0.6875,-3.8639,1.254,2.1957,1.5041,0.0106
2023/7/7,5,17.15,-1.1527,-1.1526,-1.7191,3.3132,12.006,-1.1526,-1.1526,-1.1526,3.086,-0.5683,0.3331,-0.193,-1.9133,-4.232,-0.6704,0.6492,0.2141,-1.0435
2023/7/6,4,17.35,-1.6997,0.0001,0.0001,4.8337,12.2788,0.0001,0.0001,0.0001,4.2881,0.0255,1.0632,-0.003,-1.1835,-7.5748,0.4103,1.4929,0.3903,-0.0665
2023/7/5,3,17.65,-0.2825,2.0232,2.0232,6.3252,11.5088,1.7292,1.7292,1.7292,6.0914,0.2095,1.3098,-0.0231,-1.1638,-7.3577,0.2645,1.5179,-0.2041,-0.1719
2023/7/4,2,17.7,1.4327,2.6088,3.2071,6.6264,13.5087,2.0174,2.0174,2.0174,6.3919,1.1016,1.1114,0.6101,-1.394,-7.0557,0.987,1.241,0.6369,-0.4564
2023/7/3,1,17.45,0.5764,0.5764,1.7493,5.1204,11.5694,0.5764,0.5764,0.5764,4.8892,-0.4207,0.43,-0.5091,-2.5436,-7.5413,-0.3292,0.5321,-0.3657,-1.4873
2023/6/30,5,17.35,0,0.5797,1.1661,4.8337,9.9395,0.5797,0.289,4.5179,4.2881,0.1579,2.2472,-0.5953,-1.8926,-4.1559,0.1691,2.3913,-0.0846,-0.8499
2023/6/29,4,17.35,0.289,0.5797,1.1661,3.5819,8.6461,0.5797,0.289,4.5179,4.2881,0.2496,2.0917,-0.6732,-3.8531,-2.5225,0.4134,2.225,-0.2181,-2.9307
2023/6/28,3,17.3,0.2899,0.2899,1.1695,4.2167,8.0153,0.2899,0,4.2167,3.9876,0.0073,1.8407,-1.4392,-3.6431,-1.6716,-0.0166,1.8127,-1.034,-2.9869
2023/6/27,2,17.25,-0.5764,-0.289,0.8771,4.2294,7.3881,0,-0.2891,3.9155,3.687,0.428,1.4393,-1.4425,-2.4512,-1.2293,0.2894,1.5762,-1.0141,-1.7534
2023/6/26,1,17.35,0.5797,0.5798,1.4619,5.7925,7.6958,0.5797,0.289,4.5179,4.2881,1.4119,1.8262,-1.8958,-1.399,-3.7779,1.546,2.2479,-1.3192,-0.2092
2023/6/21,3,17.25,-0.289,-1.1461,0,7.1427,8.3385,0.0001,-0.2891,3.9155,3.687,-0.3908,-0.9388,-6.3521,-3.744,-1.031,-0.2467,-0.3109,-6.7992,-3.1622
2023/6/20,2,17.3,0.2899,-0.5747,0.2899,8.4637,12.2964,0.2899,-0.0001,4.2167,3.9875,0.8089,-0.3906,-5.9541,-2.9817,0.4711,0.9566,0.2409,-6.5546,-2.575
2023/6/19,1,17.25,0,-0.8621,0,6.1535,9.6321,0,-0.2891,3.9155,3.6869,0.083,-2.7446,-6.7983,-5.6341,-0.8098,0.1499,-2.7531,-7.5616,-4.9535
